;IdEstacion;Nombre Estacion;Latitud;Longitud;Altura;A̱o;Mes;Dia;TMinima;TMaxima;KelvinMin;KelvinMax
1115;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;18;17.7;22.7;290.85;295.85
1116;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;19;16.3;21.2;289.45;294.35
1117;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;20;16.4;20.9;289.55;294.05
1118;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;21;16.5;22.4;289.65;295.55
1119;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;22;15.3;22.9;288.45;296.05
1120;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;23;17.0;22.4;290.15;295.55
1121;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;24;17.2;23.4;290.35;296.55
1122;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;25;14.2;23.6;287.35;296.75
1123;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;26;15.2;24.8;288.35;297.95
1124;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;27;15.9;24.2;289.05;297.35
1125;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;28;15.3;23.4;288.45;296.55
1126;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;29;13.2;22.7;286.35;295.85
1127;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;30;14.4;21.5;287.55;294.65
1128;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;1;31;14.2;21.9;287.35;295.05
1129;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;1;13.8;24.2;286.95;297.35
1130;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;2;13.9;22.9;287.05;296.05
1131;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;3;16.8;20.1;289.95;293.25
1132;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;4;16.7;21.8;289.85;294.95
1133;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;5;15.5;23.9;288.65;297.05
1134;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;6;16.0;25.0;289.15;298.15
1135;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;7;17.0;25.6;290.15;298.75
1136;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;8;17.0;25.0;290.15;298.15
1137;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;9;17.7;25.0;290.85;298.15
1138;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;10;16.6;25.6;289.75;298.75
1139;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;11;16.2;25.0;289.35;298.15
1140;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;12;15.7;24.3;288.85;297.45
1141;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;13;16.4;24.2;289.55;297.35
1142;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;14;15.2;24.1;288.35;297.25
1143;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;15;15.0;23.3;288.15;296.45
1144;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;16;15.1;22.4;288.25;295.55
1145;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;17;13.7;23.3;286.85;296.45
1146;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;18;12.6;21.8;285.75;294.95
1147;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;19;11.4;21.5;284.55;294.65
1148;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;20;10.8;21.5;283.95;294.65
1149;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;21;12.1;19.9;285.25;293.05
1150;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;22;13.3;21.4;286.45;294.55
1151;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;23;13.2;21.8;286.35;294.95
1152;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;24;12.4;22.7;285.55;295.85
1153;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;25;11.3;20.1;284.45;293.25
1154;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;26;15.4;21.6;288.55;294.75
1155;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;27;13.4;21.6;286.55;294.75
1156;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;2;28;12.4;19.4;285.55;292.55
1157;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;1;12.0;22.0;285.15;295.15
1158;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;2;12.2;21.4;285.35;294.55
1159;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;3;11.3;20.1;284.45;293.25
1160;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;4;13.0;20.6;286.15;293.75
1161;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;5;12.6;20.6;285.75;293.75
1162;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;6;13.8;20.4;286.95;293.55
1163;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;7;13.4;19.6;286.55;292.75
1164;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;8;13.3;24.6;286.45;297.75
1165;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;9;12.2;20.1;285.35;293.25
1166;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;10;11.5;19.2;284.65;292.35
1167;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;11;12.3;19.8;285.45;292.95
1168;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;12;10.8;19.0;283.95;292.15
1169;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;13;11.7;19.2;284.85;292.35
1170;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;14;12.1;18.6;285.25;291.75
1171;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;15;11.1;19.2;284.25;292.35
1172;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;16;13.5;18.9;286.65;292.05
1173;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;17;10.0;20.2;283.15;293.35
1174;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;18;10.5;19.0;283.65;292.15
1175;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;19;9.8;18.6;282.95;291.75
1176;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;20;10.2;19.0;283.35;292.15
1177;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;21;10.8;19.0;283.95;292.15
1178;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;22;13.9;17.9;287.05;291.05
1179;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;23;14.4;17.0;287.55;290.15
1180;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;24;12.6;19.0;285.75;292.15
1181;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;25;10.8;18.7;283.95;291.85
1182;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;26;11.0;18.3;284.15;291.45
1183;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;27;14.0;16.1;287.15;289.25
1184;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;28;11.0;17.4;284.15;290.55
1185;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;29;14.3;18.3;287.45;291.45
1186;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;30;14.5;17.6;287.65;290.75
1187;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;3;31;14.3;18.5;287.45;291.65
1188;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;1;14.6;20.7;287.75;293.85
1189;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;2;10.0;20.8;283.15;293.95
1190;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;3;9.1;18.6;282.25;291.75
1191;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;4;13.3;19.6;286.45;292.75
1192;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;5;9.2;18.7;282.35;291.85
1193;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;6;9.4;18.4;282.55;291.55
1194;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;7;9.6;17.7;282.75;290.85
1195;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;8;11.2;16.8;284.35;289.95
1196;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;9;13.1;17.1;286.25;290.25
1197;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;10;12.8;18.2;285.95;291.35
1198;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;11;9.7;19.0;282.85;292.15
1199;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;12;8.6;19.2;281.75;292.35
1200;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;13;8.1;19.1;281.25;292.25
1201;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;14;8.7;17.0;281.85;290.15
1202;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;15;8.3;14.5;281.45;287.65
1203;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;16;11.6;14.0;284.75;287.15
1204;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;17;11.8;15.7;284.95;288.85
1205;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;18;12.4;15.3;285.55;288.45
1206;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;19;12.5;18.3;285.65;291.45
1207;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;20;9.0;21.7;282.15;294.85
1208;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;21;9.0;19.3;282.15;292.45
1209;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;22;9.4;19.3;282.55;292.45
1210;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;23;11.5;15.3;284.65;288.45
1211;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;24;12.5;14.4;285.65;287.55
1212;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;25;12.4;14.1;285.55;287.25
1213;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;26;7.4;20.3;280.55;293.45
1214;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;27;8.7;18.9;281.85;292.05
1215;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;28;8.9;17.9;282.05;291.05
1216;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;29;7.5;16.4;280.65;289.55
1217;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;4;30;10.9;16.5;284.05;289.65
1218;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;1;9.7;19.8;282.85;292.95
1219;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;2;10.2;20.3;283.35;293.45
1220;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;3;10.8;22.2;283.95;295.35
1221;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;4;10.8;21.2;283.95;294.35
1222;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;5;8.5;18.6;281.65;291.75
1223;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;6;10.9;18.0;284.05;291.15
1224;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;7;9.2;16.7;282.35;289.85
1225;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;8;10.0;16.6;283.15;289.75
1226;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;9;9.4;18.6;282.55;291.75
1227;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;10;13.3;19.7;286.45;292.85
1228;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;11;8.3;18.8;281.45;291.95
1229;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;12;9.2;17.3;282.35;290.45
1230;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;13;13.5;16.4;286.65;289.55
1231;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;14;7.6;16.2;280.75;289.35
1232;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;15;7.8;15.6;280.95;288.75
1233;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;16;6.9;13.4;280.05;286.55
1234;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;17;10.5;13.6;283.65;286.75
1235;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;18;12.0;19.3;285.15;292.45
1236;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;19;11.1;19.8;284.25;292.95
1237;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;20;9.9;13.0;283.05;286.15
1238;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;21;11.5;13.2;284.65;286.35
1239;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;22;10.3;14.3;283.45;287.45
1240;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;23;9.2;12.7;282.35;285.85
1241;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;24;9.3;13.4;282.45;286.55
1242;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;25;11.8;14.7;284.95;287.85
1243;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;26;12.7;18.9;285.85;292.05
1244;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;27;8.7;15.7;281.85;288.85
1245;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;28;12.0;14.8;285.15;287.95
1246;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;29;10.2;18.2;283.35;291.35
1247;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;30;8.7;13.8;281.85;286.95
1248;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;5;31;11.2;16.1;284.35;289.25
1249;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;1;9.3;19.7;282.45;292.85
1250;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;2;8.4;19.9;281.55;293.05
1251;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;3;7.4;15.9;280.55;289.05
1252;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;4;9.6;13.0;282.75;286.15
1253;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;5;11.3;13.1;284.45;286.25
1254;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;6;10.7;12.5;283.85;285.65
1255;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;7;10.6;13.7;283.75;286.85
1256;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;8;8.2;10.9;281.35;284.05
1257;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;9;8.8;12.4;281.95;285.55
1258;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;10;10.1;12.4;283.25;285.55
1259;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;11;11.0;12.3;284.15;285.45
1260;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;12;10.6;12.7;283.75;285.85
1261;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;13;9.8;12.4;282.95;285.55
1262;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;14;6.8;16.0;279.95;289.15
1263;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;15;8.9;12.8;282.05;285.95
1264;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;16;7.2;15.4;280.35;288.55
1265;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;17;8.2;11.5;281.35;284.65
1266;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;18;10.3;13.4;283.45;286.55
1267;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;19;6.8;12.0;279.95;285.15
1268;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;20;9.5;13.3;282.65;286.45
1269;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;21;3.8;14.0;276.95;287.15
1270;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;22;4.6;11.4;277.75;284.55
1271;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;23;8.6;14.2;281.75;287.35
1272;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;24;9.3;14.0;282.45;287.15
1273;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;25;10.5;13.8;283.65;286.95
1274;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;26;8.1;16.0;281.25;289.15
1275;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;27;9.7;17.1;282.85;290.25
1276;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;28;7.8;19.2;280.95;292.35
1277;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;29;6.6;15.9;279.75;289.05
1278;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;6;30;4.4;18.7;277.55;291.85
1279;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;7;1;3.0;15.9;276.15;289.05
1280;290004;La Florida. La Serena Ad.;29&deg 55' 3'' S;71&deg 12' 4'' W;142;2013;7;2;4.0;;277.15;
1281;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;1;10.8;18.6;283.95;291.75
1282;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;2;11.3;18.8;284.45;291.95
1283;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;3;10.6;19.4;283.75;292.55
1284;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;4;11.8;21.7;284.95;294.85
1285;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;5;11.2;22.4;284.35;295.55
1286;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;6;11.8;23.8;284.95;296.95
1287;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;7;10.8;26.2;283.95;299.35
1288;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;8;11.5;28.8;284.65;301.95
1289;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;9;13.0;24.2;286.15;297.35
1290;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;10;13.0;20.0;286.15;293.15
1291;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;11;14.2;21.0;287.35;294.15
1292;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;12;13.8;17.7;286.95;290.85
1293;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;13;14.4;21.6;287.55;294.75
1294;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;14;14.4;23.0;287.55;296.15
1295;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;15;13.2;22.0;286.35;295.15
1296;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;16;12.6;21.2;285.75;294.35
1297;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;17;14.5;21.6;287.65;294.75
1298;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;18;14.7;22.2;287.85;295.35
1299;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;19;13.6;20.1;286.75;293.25
1300;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;20;13.8;21.2;286.95;294.35
1301;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;21;15.2;21.5;288.35;294.65
1302;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;22;14.8;19.6;287.95;292.75
1303;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;23;14.6;19.2;287.75;292.35
1304;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;24;15.6;20.4;288.75;293.55
1305;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;25;16.2;20.2;289.35;293.35
1306;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;26;14.8;20.4;287.95;293.55
1307;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;27;13.8;21.8;286.95;294.95
1308;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;28;14.9;23.4;288.05;296.55
1309;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;29;11.9;27.3;285.05;300.45
1310;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;30;12.3;22.1;285.45;295.25
1311;330007;Rodelillo. Ad.;33&deg 2' 12'' S;71&deg 32' 3'' W;330;2013;1;31;12.4;19.4;285.55;292.55
