IdEstacion;Nombre Estacion;Latitud;Longitud;Altura;A̱o;Mes;Dia;TMinima;TMaxima
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;28;16.4;23.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;29;19.7;23.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;30;20.5;23.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;31;18.1;23.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;1;15.7;22.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;2;17.8;23.9
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;3;15.3;22.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;4;14.8;22.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;5;15.6;22.9
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;6;16.9;23.4
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;7;15.2;23.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;8;15.1;23.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;9;14.7;22.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;10;15.9;23.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;11;15.4;23.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;12;14.1;24.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;13;12.9;21.4
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;14;17.2;21.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;15;13.1;21.0
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;16;14.5;20.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;17;12.4;20.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;18;14.0;20.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;19;13.2;21.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;20;12.2;22.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;21;13.7;20.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;22;16.2;21.9
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;23;15.4;21.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;24;12.9;21.0
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;25;13.0;21.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;26;13.7;23.4
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;27;15.7;22.4
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;28;14.1;22.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;29;13.7;22.4
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;30;14.5;21.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;1;14.7;20.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;2;14.9;20.9
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;3;15.3;19.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;4;16.9;19.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;5;13.6;20.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;6;15.4;22.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;7;13.1;21.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;8;12.7;20.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;9;17.9;21.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;10;18.3;21.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;11;17.8;20.9
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;12;17.5;21.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;13;13.3;20.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;14;13.1;21.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;15;17.5;21.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;16;15.7;20.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;17;16.4;21.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;18;17.6;20.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;19;15.7;21.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;20;15.6;20.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;21;17.4;19.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;22;17.1;19.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;23;17.0;19.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;24;16.6;20.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;25;16.4;20.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;26;17.1;19.4
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;27;15.3;21.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;28;11.0;19.9
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;29;11.7;19.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;30;10.1;18.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;31;16.3;20.0
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;1;11.6;18.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;2;14.1;17.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;3;12.2;17.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;4;14.5;18.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;5;12.8;19.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;6;12.0;19.4
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;7;13.8;19.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;8;14.8;20.0
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;9;13.2;19.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;10;17.1;20.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;11;17.2;20.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;12;15.2;21.7
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;13;15.1;19.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;14;13.2;19.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;15;13.2;20.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;16;14.3;17.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;17;15.8;18.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;18;13.6;18.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;19;13.2;19.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;20;11.6;18.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;21;14.9;17.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;22;14.7;17.2
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;23;13.7;17.9
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;24;12.6;19.1
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;25;13.1;17.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;26;14.4;18.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;27;14.3;16.3
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;28;13.3;15.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;29;12.9;15.6
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;30;11.9;16.8
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;7;1;11.0;16.5
180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;7;2;14.1;
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;1;16.5;23.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;2;16.7;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;3;18.8;24.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;4;17.8;22.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;5;0.0;22.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;6;16.6;23.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;7;16.3;22.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;8;16.6;23.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;9;17.3;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;10;18.2;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;11;0.0;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;12;18.5;24.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;13;19.2;25.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;14;18.2;24.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;15;18.8;24.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;16;20.1;24.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;17;20.0;24.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;18;19.5;24.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;19;19.3;24.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;20;18.3;24.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;21;19.5;25.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;22;19.0;24.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;23;19.3;24.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;24;18.3;25.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;25;18.5;24.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;26;18.3;24.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;27;18.5;25.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;28;19.0;24.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;29;18.7;24.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;30;18.3;24.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;31;18.2;24.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;1;18.7;25.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;2;18.5;24.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;3;18.3;24.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;4;19.8;25.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;5;21.1;27.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;6;22.1;27.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;7;21.8;27.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;8;19.3;26.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;9;20.5;30.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;10;21.2;29.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;11;21.0;25.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;12;18.5;26.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;2;13;18.7;25.0
